"","GENENAME","estimate","se","p","fdr"
"CLSTN3","CLSTN3",-1.12465939977942,0.145674522261557,1.85694107966248e-53,2.33402002864018e-52
"CLTA","CLTA",0.313881174804287,0.0413090689365688,2.44878422095028e-12,5.46147247179523e-12
"CLTB","CLTB",0.956698925876527,0.142260356727366,1.46699723728421e-65,2.82551264003139e-64
"CLTC","CLTC",0.36322372893551,0.0646202985887771,2.07018981114169e-16,5.77760124783576e-16
"CLTCL1","CLTCL1",1.71958553688333,0.438911189753293,1.01360190750084e-26,4.51699869149478e-26
"CLU","CLU",-0.0640358923275687,0.212601784470011,0.16099313965117,0.168273739134868
"CLUAP1","CLUAP1",-0.915255644848997,0.102239551579922,3.43471593351733e-79,1.06190711056251e-77
"CLVS1","CLVS1",-0.267719159650547,0.0938196385147373,0.0629550741236986,0.0676495664254206
"CLYBL","CLYBL",-0.294510996109789,0.0873088500062014,1.49371192662385e-05,2.13518110515235e-05
"CMAS","CMAS",0.172807819531056,0.070572078508425,0.00147049636684564,0.00180038245778273
"CMBL","CMBL",-1.72071473995533,0.138895665402274,5.6126500759332e-59,8.6091976615764e-58
"CMC1","CMC1",0.3615571471649,0.122418681728019,1.85321123364832e-15,4.9194409710339e-15
"CMIP","CMIP",0.738640087603812,0.0626882465298493,3.04051010197483e-44,2.77114791300203e-43
"CMKLR1","CMKLR1",1.64851646203711,0.29595659203647,3.10179108107153e-20,1.03216715789752e-19
"CMPK1","CMPK1",0.145612058701262,0.0626434594280899,0.000266895433170753,0.000346213637863063
"CMPK2","CMPK2",0.134110685337883,0.150427995828429,0.0131395968634728,0.0148811247826752
"CMTM1","CMTM1",-0.499324226468357,0.161318929136002,5.19497882906854e-09,9.43770344969519e-09
"CMTM2","CMTM2",0.41409146921633,0.417190026870602,1.23511582386906e-05,1.77298403901512e-05
"CMTM3","CMTM3",0.147043961382704,0.198683233419629,2.45489424596377e-13,5.79543954972368e-13
"CMTM4","CMTM4",1.28794141256733,0.212005427709442,2.47700045376942e-45,2.33257408237479e-44
"CMTM5","CMTM5",0.730083991801049,0.219235452775554,0.0138136279903094,0.015625165254077
"CMTM6","CMTM6",0.779137989157654,0.0630053079267562,6.59092869276958e-64,1.20140619035278e-62
"CMTM7","CMTM7",0.350488006276929,0.146785795559353,3.24114092526631e-11,6.79213035800087e-11
"CNBP","CNBP",0.348132713464981,0.0643980519042797,3.75581591061289e-22,1.36546966353162e-21
"CNDP2","CNDP2",0.580912158399604,0.149584131775456,2.8531222950799e-18,8.66787000467995e-18
"CNFN","CNFN",-0.997705964788263,0.207016624963086,5.92568291426347e-11,1.22178076785862e-10
"CNIH2","CNIH2",0.339342586992386,0.31600661726145,2.42618380197803e-11,5.12309132427613e-11
"CNIH3","CNIH3",-0.836518837739088,0.309026198963928,1.5582227960634e-20,5.26170948696246e-20
"CNIH4","CNIH4",1.14657398715518,0.0937054687220183,1.91291079838747e-74,5.01528132890002e-73
"CNKSR1","CNKSR1",-0.75177144242362,0.107565707515059,2.29851667301006e-10,4.56748647059078e-10
"CNKSR2","CNKSR2",-0.442980743482974,0.134350598964622,0.0171376840047924,0.0192461414009854
"CNKSR3","CNKSR3",-1.16871216323796,0.423245450358979,2.78629699199175e-19,8.86298586201972e-19
"CNN2","CNN2",0.652815229864272,0.208159840312387,1.14571864563813e-26,5.09051475887671e-26
"CNNM1","CNNM1",-1.03104768613446,0.377874849783072,1.48909765880002e-11,3.1810354330037e-11
"CNNM2","CNNM2",-0.287294782141225,0.0717506012988751,2.96649859353257e-10,5.85673125871922e-10
"CNNM3","CNNM3",-0.464002124354546,0.149895284386847,1.91101666663752e-40,1.50144101537864e-39
"CNNM4","CNNM4",-0.428153200071571,0.0774364277914295,1.94795560289536e-21,6.8477600535332e-21
"CNOT1","CNOT1",-0.159248521062432,0.115114561049873,2.46529122368934e-12,5.4962280268916e-12
"CNOT10","CNOT10",-0.297403150905938,0.0488774272150897,1.75639332240557e-23,6.81432520097572e-23
"CNOT2","CNOT2",-0.0891909029017511,0.117497564131843,3.24863742348017e-10,6.39783773191338e-10
"CNOT3","CNOT3",-0.108673495684279,0.0512035914401278,0.00944039663513766,0.0108380633823344
"CNOT4","CNOT4",-0.14834784384842,0.0855890042750733,5.70297059476327e-05,7.79183413561378e-05
"CNOT6","CNOT6",-0.328250723743043,0.0893596720218617,4.25270966892288e-20,1.40689280681459e-19
"CNOT6L","CNOT6L",0.0692268691929564,0.0781745482301783,0.0262858307589246,0.0290834954009555
"CNOT7","CNOT7",-0.237219466733006,0.0409589492462263,5.17138135849296e-12,1.13194101342666e-11
"CNOT8","CNOT8",0.0398313550064513,0.135289389266093,2.07766318185649e-09,3.87989094032599e-09
"CNP","CNP",0.174465006666889,0.0649557000097582,6.92176634110658e-05,9.38914926019278e-05
"CNPY2","CNPY2",-0.227567889967832,0.0816930192371567,5.5750394380609e-13,1.29280526848313e-12
"CNPY3","CNPY3",0.814946143756275,0.110556183716416,1.41692273505156e-55,1.91872938740828e-54
"CNPY4","CNPY4",0.136437237667588,0.117819682181246,2.21671783961818e-05,3.12440407874188e-05
"CNR2","CNR2",-0.497236991844361,0.263063304355164,3.41201820553389e-05,4.74176914191125e-05
"CNRIP1","CNRIP1",-1.19751195305413,0.272737706517968,4.83697998382142e-13,1.12472304644318e-12
"CNST","CNST",-0.744445887320728,0.18769870860909,1.20773717318203e-27,5.59583323175778e-27
"CNTD1","CNTD1",0.373883936437511,0.147671373436596,4.30367144624803e-19,1.35735562333573e-18
"CNTF","CNTF",0.202771965890058,0.317758250351323,1.93036070427904e-10,3.85650947684348e-10
"CNTLN","CNTLN",0.196523771603694,0.0696026828320357,0.00743487962035259,0.00860450871376343
"CNTN1","CNTN1",-3.79258096632138,0.258324400445526,9.80385875832764e-46,9.36559637242166e-45
"CNTNAP1","CNTNAP1",0.6088793156043,0.0853036707701703,7.90522657419155e-11,1.6198297798692e-10
"CNTNAP2","CNTNAP2",0.545241830545072,0.302629143492795,0.000319345302222239,0.000411738207577048
"CNTROB","CNTROB",-0.263224632365487,0.141540430729618,8.15474190744367e-12,1.76515535414261e-11
"COASY","COASY",0.100927593903224,0.095123062052479,3.5852618328207e-06,5.36257496809057e-06
"COBLL1","COBLL1",-0.487585834382506,0.152991840116597,0.000429518617470839,0.000549147164742793
"COCH","COCH",-0.72566591381318,0.241554037542686,4.06782314111767e-14,1.00267754915559e-13
"COG1","COG1",-0.0786067827993353,0.0769136606437096,0.00020030065068529,0.000262055247868433
"COG2","COG2",0.0510959695162587,0.0828184592615552,0.00629483404206609,0.00731855925011845
"COG3","COG3",-0.046987385405549,0.104458072663409,3.2038348308588e-05,4.46182824285858e-05
"COG4","COG4",0.460215039022261,0.151734957905642,1.12492170241729e-20,3.81806188305475e-20
"COG5","COG5",0.00712064581526304,0.0716086422969304,0.011184978464507,0.0127462708150337
"COG6","COG6",-0.432634218353831,0.116216131653995,2.21571298354783e-23,8.52136725142805e-23
"COG7","COG7",-0.0608710845359296,0.0433397016619106,0.0440198321857842,0.0478553349627719
"COG8","COG8",-0.346136124267381,0.119958453364537,8.7158426409404e-25,3.61102244883792e-24
"COIL","COIL",-0.162721743036957,0.173904682561387,1.4602968875021e-13,3.48894296506172e-13
"COL11A2","COL11A2",-0.269316850914559,0.113783840472319,0.257253884487875,0.265070376303599
"COL14A1","COL14A1",-2.32176616116319,0.59782335992465,2.70369202192344e-33,1.5721566261336e-32
"COL18A1","COL18A1",0.00957145665555992,0.12421030052388,0.141545854474185,0.148468479538793
"COL19A1","COL19A1",0.816308941019969,0.11614140732177,3.94285954752985e-10,7.72668047320511e-10
"COL23A1","COL23A1",-0.695400196184813,0.268817846323723,0.00116353849509872,0.00143474554098831
"COL24A1","COL24A1",-1.38221376778416,0.243365568421972,3.47330433469572e-27,1.58309373828507e-26
"COL27A1","COL27A1",-0.403542178847441,0.430795299723819,0.000210729711607231,0.000275396986963206
"COL4A3BP","COL4A3BP",0.545706097924207,0.0595534885583078,1.75266959226915e-31,9.4398308401718e-31
"COL4A4","COL4A4",0.622452819683609,0.244918448218701,1.17890907517993e-05,1.69393465981008e-05
"COL4A5","COL4A5",-1.70596379884123,0.260887033706809,2.66187951483075e-24,1.07441003272399e-23
"COL5A1","COL5A1",-1.02267419585499,0.510287685780842,1.71336467963849e-08,3.00488872576056e-08
"COL5A2","COL5A2",-0.783384294977214,0.251757983123344,8.85243510167497e-14,2.13473531230221e-13
"COL5A3","COL5A3",0.980983772967112,0.271503424756417,1.20187114018734e-06,1.85694083354749e-06
"COL6A1","COL6A1",-2.54274304036741,0.498036198647001,4.91190481851783e-37,3.35051020371448e-36
"COL6A2","COL6A2",0.172997201385911,0.279072563583226,0.0151318841836358,0.0170708764513143
"COL6A3","COL6A3",1.24533812780333,0.405606771038546,1.17139489656539e-10,2.37398760415672e-10
"COL6A5","COL6A5",-1.38424830295421,0.245648310556724,3.54634464170236e-07,5.67978206003542e-07
"COL7A1","COL7A1",-0.0165320109362629,0.152322974167304,0.497428503331764,0.503991443237827
"COL8A2","COL8A2",2.10328027955284,0.509559715339548,5.47499439607573e-39,4.07815133269646e-38
"COL9A2","COL9A2",1.11290107384315,0.0996866991985417,1.04487413887254e-27,4.85446404176419e-27
"COL9A3","COL9A3",0.307545377528203,0.259426932045032,0.000284511398267725,0.000368182123676965
"COLEC12","COLEC12",0.363560209685742,0.478592707533625,2.73416538774531e-07,4.42064257135729e-07
"COLQ","COLQ",-0.473383125247102,0.0794649988640493,3.13644416714914e-07,5.04978965529233e-07
"COMMD1","COMMD1",0.0332490604410715,0.0823948048872909,0.00572193580269736,0.00667334919258345
"COMMD10","COMMD10",0.25264172872241,0.111900742483802,1.31989509104911e-11,2.82617579938075e-11
"COMMD2","COMMD2",-0.0689503892267307,0.0584455854665378,0.00705897180941754,0.00818139644084684
"COMMD3","COMMD3",-0.542199146155464,0.0619593129910846,6.58975892645618e-16,1.78959389691097e-15
"COMMD4","COMMD4",0.25320208876238,0.0525763524495091,8.16153842602676e-05,0.000109956753689866
"COMMD5","COMMD5",0.440528825713749,0.0461143198350508,6.67304479831286e-31,3.51924024077616e-30
"COMMD6","COMMD6",0.0114109156147954,0.0787217905813779,0.0907469958849526,0.0964085587306847
"COMMD7","COMMD7",-0.235167924812651,0.046075361473505,7.69544499987022e-07,1.20588312050362e-06
"COMMD8","COMMD8",0.67550358897708,0.0813460064165882,1.77861687969881e-29,8.84330690019001e-29
"COMMD9","COMMD9",0.573233182191024,0.0876351803905511,1.11807470786431e-39,8.5146789812597e-39
"COMT","COMT",-0.223559140861376,0.0629589601874413,0.00025160152042577,0.00032705175249841
"COMTD1","COMTD1",0.830111073119947,0.109841508617639,7.01579927524583e-23,2.64018522836709e-22
"COPA","COPA",0.21947590439864,0.0791864962501516,1.543613137841e-10,3.10417759414115e-10
"COPB1","COPB1",0.0622516331970662,0.0841429089818604,1.24087392222933e-06,1.91620683657183e-06
"COPB2","COPB2",0.114401305467385,0.110234275657953,8.02565463253458e-05,0.00010817502784629
"COPE","COPE",0.504784886329583,0.0840646864191064,1.39297609607274e-25,5.95781332071644e-25
"COPG2","COPG2",-0.320137342904896,0.0815492583312339,2.69527320737449e-11,5.67518786261781e-11
"COPS2","COPS2",0.0550333377847192,0.141825877890693,9.36714614855887e-06,1.35591804215367e-05
"COPS3","COPS3",0.0688665361890924,0.112445673618788,0.000129160440073278,0.000171488758303651
"COPS4","COPS4",0.0183856910208566,0.0836761446540639,0.000702964923529744,0.000883568266607661
"COPS5","COPS5",0.0417955827595484,0.0350983909427038,0.250152168688409,0.257909161013264
"COPS6","COPS6",0.122803341030048,0.0433869370588222,0.0288491212186793,0.0318249388198276
"COPS7A","COPS7A",0.520275710946947,0.0644468370298118,7.16041196606654e-38,5.06419391753357e-37
"COPS7B","COPS7B",-0.327278747606216,0.0557088830720029,1.00533110583078e-30,5.25536062920676e-30
"COPS8","COPS8",-0.0724253238549339,0.0933049773800332,2.12604779839924e-05,3.00300782536444e-05
"COPZ1","COPZ1",0.108108237056748,0.0409266096832085,0.016801020865895,0.0188894447309671
"COPZ2","COPZ2",2.44950597954772,0.148177632390188,5.01902934009974e-58,7.40291279246681e-57
"COQ10A","COQ10A",-0.699409729155073,0.0989145260436428,3.06741016456988e-41,2.48545835186353e-40
"COQ10B","COQ10B",0.35544722210083,0.150779605081188,2.12242751100253e-13,5.02851406517977e-13
"COQ2","COQ2",0.541966862915735,0.0881718270270163,2.59934526633371e-23,9.97099797137292e-23
"COQ3","COQ3",-0.495685277593734,0.076406565615365,2.37242478529956e-10,4.71120657647993e-10
"COQ4","COQ4",-0.470128164557534,0.0425146888276131,1.77735961477243e-25,7.56378673387064e-25
"COQ5","COQ5",-0.118528774991151,0.11162282114556,1.93347425928262e-05,2.74105597382746e-05
"COQ6","COQ6",-0.196206284836198,0.0291268140693874,1.26169317919674e-09,2.39062940337134e-09
"COQ7","COQ7",-0.145127181119571,0.0540681870331839,0.000362323203235062,0.000465034838053369
"COQ9","COQ9",-0.216414534575468,0.132813742622728,5.20336885583163e-11,1.07583289023734e-10
"CORO1A","CORO1A",1.14034641111575,0.0991501461173036,1.94013722374389e-63,3.47269975552233e-62
"CORO1B","CORO1B",0.46868221177558,0.103851213630642,5.87943541298013e-12,1.28314850973052e-11
"CORO1C","CORO1C",0.736188542629052,0.0922238647954977,2.65241242278935e-43,2.33173301835019e-42
"CORO2A","CORO2A",1.0284254157971,0.230980469618611,1.6565583951529e-22,6.1312234382789e-22
"CORO6","CORO6",-0.569041782552054,0.161886312271987,6.45962023776431e-07,1.01799099285196e-06
"CORO7","CORO7",0.877215868655574,0.0829561143414821,1.58439274775977e-50,1.77080064568869e-49
"COTL1","COTL1",2.41970093807432,0.116225683857606,2.4919563910932e-156,1.34826167832647e-153
"COX10","COX10",-0.129573852721973,0.064608549286089,8.82648415201854e-05,0.00011868689659001
"COX11","COX11",-0.713389224286186,0.045939083996282,9.58360214893438e-56,1.30369847290018e-54
"COX15","COX15",0.0357199034113664,0.141875264191727,1.04002945794442e-05,1.4999964422528e-05
"COX16","COX16",-0.00732309378228479,0.083906104194206,0.016366258512853,0.0184197782789797
"COX17","COX17",0.429089179415041,0.112551458470571,1.51749026472881e-18,4.66736088399666e-18
"COX18","COX18",-0.116935979740576,0.0984140728273203,5.18862845542293e-09,9.42760563347568e-09
"COX19","COX19",0.0103462759659899,0.135840008427664,4.64208700844435e-06,6.87847151269925e-06
"COX4I1","COX4I1",0.559162604709991,0.127913804916071,1.60455288449353e-37,1.11624739825403e-36
"COX5A","COX5A",0.267498246064475,0.0479966893323468,3.40188778425629e-08,5.84225512855326e-08
"COX5B","COX5B",0.463308007781223,0.0864367799579679,8.1468133385745e-18,2.4230764410058e-17
"COX6A1","COX6A1",0.396651535325665,0.106911039678258,5.44945667045813e-16,1.48432225969023e-15
"COX6B1","COX6B1",0.476076444135858,0.122010613363318,2.11545634782315e-17,6.15353785633893e-17
"COX6C","COX6C",0.304581331657527,0.108365573362218,6.22024754837851e-10,1.20409182905106e-09
"COX7A2","COX7A2",0.254185730624939,0.0892963633580959,3.13136308988155e-07,5.04229097116614e-07
"COX7A2L","COX7A2L",-0.0485628696822186,0.120729476691626,3.04889533632964e-05,4.25700893704771e-05
"COX7B","COX7B",0.381334496468811,0.100682967972051,5.17646227035524e-15,1.33946587834866e-14
"COX7C","COX7C",0.0952298212344592,0.106646934451934,0.00559548597216143,0.00653163376744508
"COX8A","COX8A",0.686608790786154,0.0839117845521213,9.11722554276866e-29,4.40789340518178e-28
"CP","CP",-0.244648705271862,0.223630836459153,0.0240781394414295,0.0267277901493365
"CPA3","CPA3",-2.80985514570207,0.353503235178951,1.28425992357505e-63,2.31263931472221e-62
"CPA6","CPA6",-0.397871581020993,0.182403397443549,0.14863827081259,0.155701957008031
"CPAMD8","CPAMD8",1.77715205509152,0.448511997446516,2.71539871138368e-38,1.9636324946294e-37
"CPD","CPD",0.0562998051628256,0.0844082825709717,0.797275249474784,0.800435837930023
"CPEB2","CPEB2",0.840773504828386,0.128056860761564,1.12646169412942e-27,5.22739709365397e-27
"CPEB3","CPEB3",1.06853652003001,0.101104389105675,4.04688492124574e-77,1.16634555006266e-75
"CPEB4","CPEB4",0.967520897383778,0.151789785930772,2.37266846595774e-30,1.2204785112487e-29
"CPM","CPM",3.20825357007035,0.475124272791987,3.84231257999151e-136,7.88535286890327e-134
"CPNE1","CPNE1",-0.254274099929814,0.0704237185293986,2.57934757960356e-09,4.78447471404413e-09
"CPNE2","CPNE2",0.210274880434848,0.167101022301763,6.29430220310415e-05,8.57220584937627e-05
"CPNE3","CPNE3",0.59670805349131,0.147601131292591,2.35841119326193e-14,5.89503747026391e-14
"CPNE5","CPNE5",0.895515242037863,0.276301072792546,3.86857436415593e-15,1.00782754774673e-14
"CPNE7","CPNE7",0.164622000439715,0.1934472108302,0.774975598097499,0.778376047941484
"CPNE8","CPNE8",0.584263014824537,0.0615435976982741,1.04195304327092e-18,3.22306836643809e-18
"CPOX","CPOX",-0.0649209016425092,0.129910571835053,0.0194490848228761,0.0217516167102033
"CPPED1","CPPED1",1.39359441015812,0.139915257207537,5.9861631469568e-83,2.00713520952751e-81
"CPSF1","CPSF1",-0.269772055630097,0.0927733455606849,2.33912738236498e-08,4.06402470183774e-08
"CPSF2","CPSF2",0.0917207611659635,0.142414930437247,4.21629036599977e-05,5.81131359732461e-05
"CPSF3","CPSF3",-0.191027108155268,0.0802158134750817,3.9956209846237e-08,6.82351170444418e-08
"CPSF3L","CPSF3L",-0.0723024086045056,0.0310089072954136,0.217154352751082,0.224822846029062
"CPSF4","CPSF4",-0.179801120498742,0.0727853910614457,6.20076125288473e-07,9.78492127708961e-07
"CPSF6","CPSF6",-0.455400756169053,0.0961106352833485,3.17306384394598e-30,1.6202908165804e-29
"CPSF7","CPSF7",-0.123247796658718,0.0779676831858601,1.19154902959957e-09,2.2624035889813e-09
"CPT1A","CPT1A",-0.375082237114841,0.0852044948239287,2.6547739596559e-15,6.98491919579667e-15
"CPT1B","CPT1B",-0.151252748146107,0.143732013583145,0.0614207849701922,0.0660426019422039
"CPT2","CPT2",0.160151730153481,0.131061443060235,2.18326283451186e-05,3.08053313409136e-05
"CPVL","CPVL",1.34348900182183,0.133365561593528,9.33139419806458e-22,3.32948396701327e-21
"CPXM1","CPXM1",-1.64427516691837,0.254171227767916,1.1423274363629e-42,9.81033439756684e-42
"CR1","CR1",3.62744160940054,0.352635221996468,1.59803474402524e-122,1.82898149597427e-120
"CR1L","CR1L",1.53626649481554,0.20106880720836,2.772682571152e-12,6.16537280859747e-12
"CR2","CR2",0.590931063319819,0.3009038981986,3.66086247464271e-05,5.07160684772721e-05
"CRADD","CRADD",-0.682295477036055,0.12558562355419,8.69229636694337e-30,4.37481622222947e-29
"CRAMP1L","CRAMP1L",-0.357347349927655,0.160170502395256,4.45568874285969e-18,1.3423453076755e-17
"CRAT","CRAT",0.412324983777478,0.0830700960000175,1.03245257623172e-10,2.09857974980979e-10
"CRB2","CRB2",0.0610095592203794,0.35005964742124,6.17881025642208e-12,1.34651004178308e-11
"CRBN","CRBN",-0.176799860408995,0.0808238775550069,2.66363692293319e-05,3.73354572464363e-05
"CRCP","CRCP",-0.0493722069270289,0.10481069086214,2.77403387896646e-08,4.79513872514345e-08
"CREB1","CREB1",-0.112720639571091,0.0733074616078286,0.000346831119739647,0.000445727792945478
"CREB3","CREB3",0.144257462217509,0.040023686944425,0.00657597407451421,0.00763796051999831
"CREB3L2","CREB3L2",-0.354409482344997,0.096471169182286,6.82807883377644e-15,1.75539141162939e-14
"CREB3L4","CREB3L4",-1.15840833779169,0.125661076344341,1.20889458718146e-94,5.49216498901564e-93
"CREB5","CREB5",1.83055809914027,0.353116518202736,8.06546328486645e-52,9.43984360666326e-51
"CREBBP","CREBBP",0.442534800567061,0.0952564734727282,9.90499461007935e-25,4.08946066055409e-24
"CREBL2","CREBL2",0.62186830011285,0.157147231045044,1.48813286141863e-24,6.09540449052511e-24
"CREBZF","CREBZF",-0.520200548795031,0.0613042091119482,3.00568649367247e-20,1.00130664243447e-19
